INDCLIM,INDSINOP,NOMBRE,PROVINCIA,LATITUD,LONGITUD,ALTITUD
4584X;;EL CERRO DE ANDEVALO;HUELVA;37 43 58 N;06 56 26 W;270
4589X;;ALOSNO, THARSIS-MINAS;HUELVA;37 35 57 N;07 07 05 W;276
4608X;;EL CAMPILLO, EL ZUMAJO;HUELVA;37 40 41 N;06 37 41 W;415
4642E;08383;HUELVA;HUELVA;37 16 48 N;06 54 35 W;19
5769X;;CALA;HUELVA;37 58 30 N;06 19 15 W;618
5858X;;ALMONTE, DOÑANA;HUELVA;36 59 24 N;06 26 29 W;5
5860E;08384;EL ARENOSILLO;HUELVA;37 06 10 N;06 44 10 W;41
9198A;08097;CANFRANC;HUESCA;42 44 44 N;00 31 01 W;1160
9201K;08091;JACA;HUESCA;42 34 41 N;00 32 51 W;830
9207;;HECHO;HUESCA;42 44 30 N;00 44 56 W;855
9208E;08095;ARAGÜÉS DEL PUERTO;HUESCA;42 44 20 N;00 39 05 W;1120
9211F;;BAILO,PUYLATO;HUESCA;42 30 56 N;00 49 00 W;722
9453X;;BIESCAS-BUBAL;HUESCA;42 42 01 N;00 19 04 W;1100
9460X;;SABIÑANIGO;HUESCA;42 30 46 N;00 21 20 W;775
9491X;;ALMUDÉVAR;HUESCA;42 01 50 N;00 35 05 W;390
9751;;SOPEIRA;HUESCA;42 19 07 N;00 44 49 E;760
9756X;;BENABARRE;HUESCA;42 06 45 N;00 28 48 E;765
9784P;08103;BIELSA;HUESCA;42 37 35 N;00 13 24 E;990
9808X;;AINSA, LA SERRETA;HUESCA;42 25 18 N;00 08 17 E;610
9814A;08101;TORLA;HUESCA;42 37 36 N;00 06 40 W;1020
9838B;08104;BENASQUE;HUESCA;42 35 54 N;00 31 09 E;1120
9839T;08106;CERLER;HUESCA;42 35 04 N;00 32 33 E;1600
9843A;;SEIRA;HUESCA;42 28 37 N;00 26 03 E;825
9855E;;LAGUARRES;HUESCA;42 12 05 N;00 27 58 E;600
9866C;;BARBASTRO;HUESCA;42 01 17 N;00 08 26 E;305
9894X;08163;SARIÑENA;HUESCA;41 47 29 N;00 09 19 W;275
9894Y;;SARIÑENA, DEPÓSITO AGUA;HUESCA;41 47 57 N;00 09 39 W;302
9898;08094;HUESCA/PIRINEOS;HUESCA;42 05 00 N;00 19 35 W;541
9901X;;HUESCA;HUESCA;42 08 20 N;00 23 42 W;463
9908X;;LANAJA, DGA;HUESCA;41 46 26 N;00 19 59 W;380
9911X;;BALLOBAR, DGA;HUESCA;41 37 10 N;00 11 16 E;178
9918X;08168;TAMARITE DE LITERA;HUESCA;41 46 51 N;00 22 37 E;218
9918Y;;TAMARITE DE LITERA, LA MELUSA;HUESCA;41 46 51 N;00 22 37 E;218
9924X;;FRAGA;HUESCA;41 31 29 N;00 21 20 E;170
B013X;08304;LLUC;ILLES BALEARS;39 49 27 N;02 53 08 E;490
B087X;;BANYALBUFAR;ILLES BALEARS;39 41 21 N;02 30 46 E;60
B158X;;ES CAPDELLÀ- SON VIC NOU;ILLES BALEARS;39 33 11 N;02 27 56 E;35
B228;08301;PALMA DE MALLORCA, CMT;ILLES BALEARS;39 33 12 N;02 37 31 E;3
B236C;;PALMA-UNIVERSITAT;ILLES BALEARS;39 38 24 N;02 38 46 E;80
B248;08303;SIERRA DE ALFABIA;ILLES BALEARS;39 44 11 N;02 42 51 E;1030
B278;08306;PALMA DE MALLORCA/SON SAN JUAN;ILLES BALEARS;39 33 39 N;02 44 12 E;8
B301;08308;LLUCMAJOR-RADAR;ILLES BALEARS;39 22 47 N;02 47 06 E;113
B334X;;LLUCMAJOR II;ILLES BALEARS;39 29 44 N;02 53 30 E;140
B346X;08310;PORRERES;ILLES BALEARS;39 31 11 N;03 01 24 E;120
B362X;;CAMPOS-CAN SION;ILLES BALEARS;39 24 32 N;03 03 51 E;40
B373X;;CAMPOS-SALINES LEVANT;ILLES BALEARS;39 21 07 N;03 00 45 E;3
B434X;08309;PORTO COLOM;ILLES BALEARS;39 24 53 N;03 16 19 E;17
B496X;;SON SERVERA-CAN PEP MONJO;ILLES BALEARS;39 37 49 N;03 23 01 E;28
B526X;;ARTÀ-MOLI D´EN LEU;ILLES BALEARS;39 41 24 N;03 21 08 E;110
B569X;08311;CAPDEPERA,FARO;ILLES BALEARS;39 42 57 N;03 28 39 E;57
B603X;;COLÒNIA SANT PERE-CAN MENGOL;ILLES BALEARS;39 43 22 N;03 16 42 E;100
B605X;;MURO-S´ALBUFERA;ILLES BALEARS;39 47 46 N;03 06 15 E;2
B614E;;MANACOR-POLIESPORTIU;ILLES BALEARS;39 33 28 N;03 13 03 E;100
B644B;;SINEU-POLIESPORTIU;ILLES BALEARS;39 38 35 N;03 00 07 E;120
B662X;;BINISSALEM-SA VINYOTA;ILLES BALEARS;39 40 40 N;02 52 24 E;105
B691Y;08312;SA POBLA SA CANOVA;ILLES BALEARS;39 44 56 N;03 00 59 E;40
B760X;;POLLENÇA-POLIESPORTIU;ILLES BALEARS;39 52 37 N;03 01 27 E;45
B780X;;PORT POLLENÇA-AERODROM;ILLES BALEARS;39 54 34 N;03 06 01 E;2
B825B;;MERCADAL;ILLES BALEARS;39 59 26 N;04 05 11 E;77
B860X;;CIUTADELLA-SON QUIM;ILLES BALEARS;39 59 32 N;03 51 15 E;20
B893;08314;MENORCA/MAÓ;ILLES BALEARS;39 51 17 N;04 12 56 E;91
B908X;;SANT JOAN DE LABRITJA;ILLES BALEARS;39 03 33 N;01 29 38 E;110
B954;08373;IBIZA/ES CODOLA;ILLES BALEARS;38 52 35 N;01 23 04 E;6
5038X;08353;CAZORLA I;JAÉN;37 55 02 N;03 00 09 W;799
5038Y;;CAZORLA II;JAÉN;37 55 04 N;03 00 09 W;799
5165X;;TORRES;JAÉN;37 46 55 N;03 33 43 W;910
5181D;08352;ARROYO DEL OJANCO;JAÉN;38 18 56 N;02 53 24 W;580
5192;08354;VILLARRODRIGO;JAÉN;38 29 08 N;02 38 12 W;872
5210X;;VILLANUEVA DEL ARZOBISPO;JAÉN;38 10 33 N;02 59 48 W;680
5246;08350;SANTA ELENA;JAÉN;38 20 30 N;03 32 17 W;742
5270B;08417;JAÉN;JAÉN;37 46 40 N;03 48 27 W;582
5279X;;LINARES, VOR;JAÉN;38 09 09 N;03 37 41 W;515
5281X;;BAILÉN;JAÉN;38 05 43 N;03 46 52 W;345
5298X;08347;ANDÚJAR;JAÉN;38 01 27 N;04 03 45 W;193
5406X;;ALCALÁ LA REAL CHARILLA ;JAÉN;37 29 57 N;03 54 24 W;915
9115X;;VALDEZCARAY;LA RIOJA;42 15 21 N;02 58 01 W;1630
9121X;;HARO ;LA RIOJA;42 34 31 N;02 51 17 W;465
9136X;;ANGUIANO,VALVANERA;LA RIOJA;42 13 53 N;02 52 19 W;1020
9141V;;NAJERA;LA RIOJA;42 24 54 N;02 43 32 W;500
9145Y;;CENICERO, BODEGAS;LA RIOJA;42 28 58 N;02 38 22 W;429
9170;08084;LOGROÑO/AGONCILLO;LA RIOJA;42 27 08 N;02 19 52 W;353
9173O;08152;CALAHORRA;LA RIOJA;42 19 38 N;01 57 55 W;299
9283Y;;ALFARO, AYUNTAMIENTO;LA RIOJA;42 11 04 N;01 47 23 W;285
C029O;60040;LANZAROTE/AEROPUERTO;LAS PALMAS;28 57 07 N;13 36 01 W;14
C038N;;HARÍA-CEMENTERIO;LAS PALMAS;29 08 37 N;13 29 21 W;277
C048W;;TINAJO-LOS DOLORES;LAS PALMAS;29 02 33 N;13 40 51 W;275
C229X;;PÁJARA-PUERTO MORRO JABLE;LAS PALMAS;28 02 57 N;14 21 29 W;7
C239N;;TUINEJE-PUERTO GRAN TARAJAL;LAS PALMAS;28 12 31 N;14 01 23 W;1
C248E;;ANTIGUA-EL CARBÓN;LAS PALMAS;28 25 00 N;14 01 09 W;252
C249I;60035;FUERTEVENTURA/AEROPUERTO;LAS PALMAS;28 26 41 N;13 51 47 W;25
C258K;;LA OLIVA (CARRETERA DEL COTILLO);LAS PALMAS;28 36 45 N;13 55 55 W;217
C259X;;LA OLIVA-PUERTO DE CORRALEJO;LAS PALMAS;28 44 26 N;13 51 48 W;6
C611E;;SAN MATEO-CORRAL DE LOS JUNCOS;LAS PALMAS;27 58 38 N;15 35 02 W;1702
C612F;;TEJEDA-CRUZ DE TEJEDA;LAS PALMAS;28 00 25 N;15 35 56 W;1514
C619X;;AGAETE-CASCO;LAS PALMAS;28 06 04 N;15 42 46 W;5
C619Y;60027;LA ALDEA DE SAN NICOLAS;LAS PALMAS;28 00 04 N;15 48 27 W;13
C623I;;SAN BARTOLOME TIRAJANA (CUEVAS DEL PINAR);LAS PALMAS;27 55 36 N;15 36 00 W;1220
C625O;;SAN BARTOLOME TIRAJANA-LOMO PEDRO ALFONSO;LAS PALMAS;27 51 25 N;15 38 42 W;806
C628B;;SAN NICOLAS T.-TASARTE/COPARLITA;LAS PALMAS;27 54 32 N;15 46 12 W;318
C629I;;MOGÁN, PUERTO II;LAS PALMAS;27 48 59 N;15 45 51 W;12
C629Q;;MOGAN, PUERTO RICO;LAS PALMAS;27 46 48 N;15 42 40 W;10
C629X;60036;MOGÁN, PUERTO I;LAS PALMAS;27 48 59 N;15 45 51 W;10
C635B;;SAN BARTOLOME TIRAJANA-H.LAS TIRAJANAS;LAS PALMAS;27 55 12 N;15 34 27 W;960
C639U;;SAN BARTOLOME TIRAJANA (EL MATORRAL);LAS PALMAS;27 48 45 N;15 27 12 W;41
C639Y;;SAN BARTOLOME TIRAJANA-C.INSULAR TURISMO;LAS PALMAS;27 45 29 N;15 34 32 W;45
C648C;;AGÜIMES-EL MILANO;LAS PALMAS;27 54 09 N;15 27 14 W;306
C648N;;TELDE-CENTRO FORESTAL DORAMAS;LAS PALMAS;27 59 15 N;15 27 28 W;344
C649I;60030;LAS PALMAS DE GRAN CANARIA/GANDO;LAS PALMAS;27 55 21 N;15 23 22 W;24
C649R;;TELDE-MELENARA;LAS PALMAS;27 59 13 N;15 22 40 W;9
C656V;;TEROR-OSORIO;LAS PALMAS;28 04 31 N;15 32 50 W;683
C658X;;LAS PALMAS G.C.-TAFIRA/ZURBARÁN;LAS PALMAS;28 04 04 N;15 27 12 W;269
C659H;60029;LAS PALMAS G.C.,SAN CRISTÓBAL;LAS PALMAS;28 05 42 N;15 24 51 W;55
C665T;;VALLESECO;LAS PALMAS;28 03 58 N;15 33 57 W;900
C669B;;ARUCAS-BAÑADEROS;LAS PALMAS;28 08 30 N;15 30 25 W;86
C689E;60037;MASPALOMAS;LAS PALMAS;27 44 08 N;15 35 53 W;25
C839X;60045;TEGUISE LA GRACIOSA-HELIPUERTO;LAS PALMAS;29 13 45 N;13 30 37 W;19
1178Y;;SOTO DE VALDEÓN ;LEÓN;43 08 47 N;04 55 49 W;953
1541B;;VILLABLINO;LEÓN;42 55 48 N;06 19 57 W;958
1549;08053;PONFERRADA;LEÓN;42 33 50 N;06 36 00 W;534
1556X;08054;ALMAZCARA;LEÓN;42 35 40 N;06 30 07 W;584
1561I;;VILLAR DE OTERO (LOS TROBOS);LEÓN;42 45 59 N;06 40 23 W;770
2624C;;RIAÑO-ERMITA QUINTANILLA;LEÓN;42 57 33 N;05 00 21 W;1090
2626Y;;SAHECHORES-HELIPUERTO;LEÓN;42 37 22 N;05 11 30 W;916
2630X;08057;PUERTO DE SAN ISIDRO;LEÓN;43 03 48 N;05 22 33 W;1510
2647Y;;SANTA LUCIA ORZONAGA;LEÓN;42 51 24 N;05 36 21 W;1360
2661;08055;LEÓN/VIRGEN DEL CAMINO;LEÓN;42 35 20 N;05 38 58 W;916
2664B;;VALENCIA DE DON JUAN;LEÓN;42 17 52 N;05 30 12 W;788
2701D;;MIÑERA DE LUNA-EMBALSE;LEÓN;42 53 15 N;05 52 14 W;1120
2728B;;VILLAMECA;LEÓN;42 38 59 N;06 04 09 W;995
2734D;;ASTORGA-DEPÓSITO AGUA;LEÓN;42 28 40 N;06 04 23 W;919
2737E;08123;LAGUNAS DE SOMOZA;LEÓN;42 22 00 N;06 10 59 W;1020
2742R;;BUSTILLO DEL PÁRAMO-LAS MATILLAS;LEÓN;42 28 05 N;05 46 41 W;850
9590;;MARTINET;LLEIDA;42 21 44 N;01 41 35 E;1038
9619;08115;LA SEO D'URGELL;LLEIDA;42 21 24 N;01 27 33 E;690
9632X;;JOSA-TUIXEN;LLEIDA;42 13 49 N;01 34 10 E;1190
9638D;;COLL DE NARGÓ;LLEIDA;42 09 16 N;01 18 43 E;603
9647X;;TORÀ;LLEIDA;41 48 21 N;01 23 44 E;435
9650X;;ARTESA DE SEGRE;LLEIDA;41 52 53 N;01 06 31 E;400
9657X;;ESTERRI D´ÀNEU;LLEIDA;42 37 30 N;01 07 34 E;940
9689X;;CABDELLA-CENTRAL;LLEIDA;42 27 59 N;00 59 27 E;1278
9698U;08112;TALARN;LLEIDA;42 12 23 N;00 51 59 E;799
9707;;LLIMIANA;LLEIDA;42 04 01 N;00 54 26 E;515
9720X;08173;TÀRREGA;LLEIDA;41 39 04 N;01 08 45 E;363
9724X;;OS DE BALAGUER;LLEIDA;41 52 24 N;00 45 22 E;515
9729X;;MOLLERUSSA;LLEIDA;41 37 01 N;00 52 00 E;250
9744B;;BARRUERA;LLEIDA;42 30 12 N;00 47 56 E;1092
9771C;08171;LLEIDA;LLEIDA;41 37 33 N;00 35 42 E;192
9775X;;EL SOLERÀS;LLEIDA;41 24 55 N;00 39 57 E;410
9990X;08107;ARTIES;LLEIDA;42 42 03 N;00 52 36 E;1185
9994X;;BOSSÒST-CENTRAL;LLEIDA;42 46 34 N;00 41 23 E;725
1297E;;CERVANTES-BAZAL;LUGO;42 46 10 N;07 00 57 W;1020
1342X;;RIBADEO, VILAFRAMIL;LUGO;43 32 30 N;07 04 53 W;43
1344X;;MONDOÑEDO;LUGO;43 25 56 N;07 21 37 W;125
1347T;;BURELA;LUGO;43 39 06 N;07 21 20 W;80
1505;08008;LUGO/ROZAS;LUGO;43 06 55 N;07 27 22 W;445
1518A;;LUGO-COL.FINGOI;LUGO;42 59 57 N;07 33 05 W;442
1521I;;O PÁRAMO;LUGO;42 50 48 N;07 29 53 W;403
1521X;;BECERREA-PENAMAIOR;LUGO;42 51 54 N;07 11 00 W;1080
1658;;FOLGOSO DO COUREL;LUGO;42 35 22 N;07 11 25 W;612
1679A;;MONFORTE DE LEMOS;LUGO;42 31 58 N;07 30 33 W;291
2462;08215;NAVACERRADA,PUERTO;MADRID;40 46 50 N;04 00 37 W;1894
3100B;08229;ARANJUEZ;MADRID;40 04 02 N;03 32 46 W;540
3104Y;;RASCAFRÍA, EL PAULAR;MADRID;40 53 17 N;03 53 12 W;1159
3110C;08146;BUITRAGO;MADRID;41 00 25 N;03 36 49 W;1026
3111D;08145;SOMOSIERRA;MADRID;41 08 07 N;03 34 29 W;1450
3125Y;;SAN SEBASTIÁN DE LOS REYES;MADRID;40 34 19 N;03 38 01 W;671
3126Y;;EL GOLOSO;MADRID;40 34 01 N;03 42 38 W;740
3129;08221;MADRID/BARAJAS;MADRID;40 28 00 N;03 33 20 W;609
3129A;08221;MADRID,BARAJAS RS;MADRID;40 28 00 N;03 34 37 W;633
3170Y;;ALCALA DE HENARES-ENCÍN;MADRID;40 31 48 N;03 17 18 W;605
3182Y;;ARGANDA DEL REY;MADRID;40 18 49 N;03 29 47 W;533
3191E;08219;COLMENAR VIEJO/FAMET;MADRID;40 41 55 N;03 45 52 W;1004
3194U;08220;MADRID, C. UNIVERSITARIA;MADRID;40 27 10 N;03 43 27 W;664
3194Y;;POZUELO DE ALARCÓN ;MADRID;40 26 12 N;03 48 56 W;690
3195;08222;MADRID,RETIRO;MADRID;40 24 43 N;03 40 41 W;667
3229Y;;TIELMES;MADRID;40 14 56 N;03 18 37 W;594
3266A;08217;ALTO DE LOS LEONES;MADRID;40 42 29 N;04 08 00 W;1532
3268C;;ALPEDRETE;MADRID;40 39 42 N;04 00 58 W;924
3330Y;;ROZAS DE PUERTO REAL;MADRID;40 18 47 N;04 29 14 W;890
3338;08212;ROBLEDO DE CHAVELA;MADRID;40 25 46 N;04 14 46 W;790
3343Y;;VALDEMORILLO;MADRID;40 29 54 N;04 03 35 W;884
6032B;08443;RONDA;MÁLAGA;36 45 10 N;05 10 10 W;765
6032X;;RONDA, IES;MÁLAGA;36 45 02 N;05 09 56 W;760
6040X;;CORTES DE LA FRONTERA;MÁLAGA;36 32 47 N;05 23 05 W;315
6045X;;ALPANDEIRE;MÁLAGA;36 37 57 N;05 12 11 W;676
6050X;;GAUCÍN;MÁLAGA;36 31 01 N;05 18 59 W;545
6057X;;MANILVA;MÁLAGA;36 22 49 N;05 15 31 W;140
6058I;08463;ESTEPONA;MÁLAGA;36 25 00 N;05 09 17 W;15
6069X;;BENAHAVIS, LA ZAGALETA;MÁLAGA;36 32 44 N;05 01 23 W;399
6076X;;MARBELLA, PUERTO BANUS;MÁLAGA;36 29 04 N;04 57 11 W;6
6083X;;MARBELLA, CABOPINO;MÁLAGA;36 29 08 N;04 44 20 W;2
6084X;08480;FUENGIROLA;MÁLAGA;36 32 23 N;04 37 01 W;3
6088X;;TORREMOLINOS;MÁLAGA;36 37 20 N;04 30 48 W;85
6106X;08413;ANTEQUERA-BOBADILLA;MÁLAGA;37 01 50 N;04 45 13 W;400
6127X;;ÁLORA, LAS PELONAS;MÁLAGA;36 51 23 N;04 41 43 W;181
6143X;;COÍN ;MÁLAGA;36 39 42 N;04 45 32 W;219
6156X;08481;MÁLAGA,CMT;MÁLAGA;36 43 09 N;04 28 49 W;60
6172O;08479;MÁLAGA, PUERTO;MÁLAGA;36 43 04 N;04 25 06 W;20
6172X;;MÁLAGA;MÁLAGA;36 43 04 N;04 25 05 W;25
6175X;;RINCON DE LA VICTORIA;MÁLAGA;36 43 03 N;04 17 21 W;7
6199B;;VÉLEZ-MALAGA;MÁLAGA;36 46 39 N;04 05 39 W;69
6201X;;ALGARROBO, LA MAYORA;MÁLAGA;36 46 27 N;04 02 26 W;80
6205X;08484;TORROX,FARO;MÁLAGA;36 43 50 N;03 57 27 W;5
6213X;;NERJA,CUEVAS DE NERJA;MÁLAGA;36 45 51 N;03 50 29 W;169
6375X;;FUENTE DE PIEDRA;MÁLAGA;37 08 02 N;04 44 26 W;423
6000A;60338;MELILLA;MELILLA;35 16 40 N;02 57 19 W;47
7002Y;08432;ÁGUILAS;MURCIA;37 25 02 N;01 35 13 W;26
7012C;08434;CARTAGENA;MURCIA;37 36 08 N;00 59 12 W;17
7023X;;FUENTE ÁLAMO;MURCIA;37 43 40 N;01 09 58 W;140
7026X;;TORRE PACHECO (C.C.A.);MURCIA;37 44 34 N;00 57 56 W;50
7031;08433;MURCIA/SAN JAVIER;MURCIA;37 47 20 N;00 48 12 W;4
7080X;;BENIZAR;MURCIA;38 16 13 N;01 59 06 W;962
7119B;08365;CARAVACA,FUENTES DEL MARQUÉS;MURCIA;38 06 09 N;01 52 38 W;643
7121A;;CALASPARRA;MURCIA;38 14 08 N;01 42 02 W;394
7127X;;BULLAS;MURCIA;38 03 02 N;01 41 38 W;690
7138B;;JUMILLA (C.C.A.);MURCIA;38 28 27 N;01 19 35 W;505
7145D;08363;CIEZA, PARQUE DE BOMBEROS;MURCIA;38 14 08 N;01 22 58 W;265
7158X;;ARCHENA;MURCIA;38 07 45 N;01 18 15 W;183
7172X;;MULA, P. BOMBEROS;MURCIA;38 02 39 N;01 27 06 W;290
7178I;08430;MURCIA;MURCIA;38 00 10 N;01 10 10 W;61
7203A;;ZARZILLA DE RAMOS;MURCIA;37 50 48 N;01 52 05 W;674
7209;08426;LORCA;MURCIA;37 39 12 N;01 41 22 W;320
7211B;;PUERTO LUMBRERAS;MURCIA;37 34 12 N;01 47 44 W;413
7218X;;TOTANA;MURCIA;37 45 47 N;01 30 00 W;15
7227X;;ALHAMA (COMARZA);MURCIA;37 51 42 N;01 20 08 W;157
7237E;;MOLINA DE SEGURA (LOS VALIENTES);MURCIA;38 08 31 N;01 09 24 W;170
7250X;;ABANILLA;MURCIA;38 12 20 N;01 02 34 W;200
7275C;08356;YECLA;MURCIA;38 36 06 N;01 09 34 W;640
1002Y;08030;IRURITA;NAVARRA;43 08 12 N;01 32 30 W;183
1010X;;VERA DE BIDASOA;NAVARRA;43 16 52 N;01 40 31 W;78
1033X;;ARESO, GUEREÑOENEA;NAVARRA;43 05 06 N;01 57 03 W;520
9171K;;LOS ARCOS;NAVARRA;42 34 18 N;02 10 57 W;470
9174;08079;SARTAGUDA;NAVARRA;42 21 58 N;02 03 09 W;310
9218A;08092;ISABA;NAVARRA;42 51 43 N;00 55 35 W;820
9228J;;OROZ-BETELU;NAVARRA;42 53 50 N;01 17 57 W;635
9228T;08088;RONCESVALLES;NAVARRA;43 00 23 N;01 19 21 W;940
9238X;;NAVASCUÉS;NAVARRA;42 43 07 N;01 06 56 W;615
9245X;;CÁSEDA, DEPÓSITO;NAVARRA;42 31 21 N;01 21 54 W;440
9252X;;OLITE;NAVARRA;42 29 25 N;01 39 15 W;390
9257X;;EUGUI;NAVARRA;42 58 14 N;01 31 01 W;615
9262P;;MONREAL;NAVARRA;42 42 09 N;01 29 39 W;585
9263D;08085;PAMPLONA/NOAIN;NAVARRA;42 46 37 N;01 39 00 W;459
9263I;08089;ILUNDAIN;NAVARRA;42 46 37 N;01 31 47 W;572
9274X;;IRURTZUN;NAVARRA;42 55 06 N;01 49 48 W;455
9280B;;LARRAGA;NAVARRA;42 33 02 N;01 51 21 W;375
9283X;08153;CADREITA;NAVARRA;42 12 25 N;01 42 41 W;268
9294E;08087;BARDENAS REALES;NAVARRA;42 11 42 N;01 28 21 W;295
9301X;;MONTEAGUDO;NAVARRA;41 57 36 N;01 41 26 W;410
9302X;08154;TUDELA I;NAVARRA;42 03 23 N;01 36 29 W;295
9302Y;;TUDELA II;NAVARRA;42 03 23 N;01 36 29 W;300
9995Y;;VALCARLOS;NAVARRA;43 05 28 N;01 18 03 W;334
1583X;;O BARCO DE VALDEORRAS;OURENSE;42 25 00 N;06 59 30 W;315
1631E;08051;POBRA DE TRIVES,SAN MAMEDE;OURENSE;42 20 26 N;07 16 50 W;840
1639X;;CHANDREXA DE QUEIXA;OURENSE;42 15 41 N;07 22 54 W;990
1690A;08048;OURENSE;OURENSE;42 19 40 N;07 51 37 W;143
1696O;;BEARIZ;OURENSE;42 28 09 N;08 16 35 W;610
1700X;08047;O CARBALLIÑO;OURENSE;42 25 10 N;08 05 12 W;400
1701X;;RIBADAVIA;OURENSE;42 18 03 N;08 07 38 W;112
1706A;;ALLARIZ-RIMELO;OURENSE;42 11 03 N;07 47 34 W;492
1735X;08050;XINZO DE LIMIA;OURENSE;42 03 40 N;07 43 27 W;600
1738U;;MUIÑOS-PRADO;OURENSE;41 56 07 N;07 59 12 W;730
2969U;;MESÓN EROSA;OURENSE;42 01 41 N;07 10 54 W;900
2978X;;AGUAS DE CABREIROA;OURENSE;41 55 40 N;07 25 14 W;380
2235U;08058;CERVERA DE PISUERGA;PALENCIA;42 52 18 N;04 31 07 W;1140
2243A;;AGUILAR DE CAMPOO;PALENCIA;42 47 53 N;04 16 36 W;910
2276B;;VILLAELES DE VALDAVIA;PALENCIA;42 34 14 N;04 34 25 W;908
2362C;;CAMPORREDONDO DE ALBA, CUEVA DORADA;PALENCIA;42 53 39 N;04 42 42 W;1575
2374X;08068;CARRIÓN DE LOS CONDES;PALENCIA;42 21 07 N;04 36 57 W;830
2400E;08072;PALENCIA-AUTILLA PINO;PALENCIA;41 59 49 N;04 36 05 W;874
2401X;;PALENCIA 'GRANJA VIÑALTA' ;PALENCIA;42 00 38 N;04 33 33 W;736
2568D;;VILLAPUN;PALENCIA;42 31 31 N;04 50 58 W;985
1466A;;SILLEDA;PONTEVEDRA;42 42 06 N;08 15 23 W;422
1468X;;A ESTRADA;PONTEVEDRA;42 41 36 N;08 30 06 W;269
1477V;;VILAGARCÍA DE AROUSA;PONTEVEDRA;42 35 09 N;08 46 23 W;32
1484C;08044;PONTEVEDRA;PONTEVEDRA;42 26 24 N;08 36 59 W;108
1489A;;A LAMA;PONTEVEDRA;42 24 29 N;08 26 57 W;395
1495;08045;VIGO/PEINADOR;PONTEVEDRA;42 14 22 N;08 37 26 W;261
1496X;;VIGO-O CASTRO;PONTEVEDRA;42 13 54 N;08 43 22 W;120
1719;;A CAÑIZA;PONTEVEDRA;42 13 09 N;08 16 45 W;560
1723X;;PONTEAREAS-CANEDO;PONTEVEDRA;42 10 59 N;08 29 27 W;90
1730E;;O ROSAL;PONTEVEDRA;41 56 43 N;08 50 44 W;55
2491C;08205;LA HOYA, LA COBATILLA;SALAMANCA;40 21 19 N;05 41 24 W;1960
2847X;;PEDROSILLO DE LOS AIRES-CASTILLEJO;SALAMANCA;40 40 36 N;05 38 30 W;865
2863C;;PEDRAZA DE ALBA-VALLELARGO;SALAMANCA;40 43 59 N;05 21 54 W;897
2867;08202;SALAMANCA/MATACAN;SALAMANCA;40 57 34 N;05 29 54 W;790
2870;08201;SALAMANCA,OBS.;SALAMANCA;40 57 23 N;05 39 41 W;775
2871D;;SALAMANCA-UNIV.;SALAMANCA;40 57 00 N;05 40 00 W;800
2873X;;BARBADILLO;SALAMANCA;40 54 19 N;05 46 43 W;817
2883R;;LEDESMA-ESTACAS;SALAMANCA;41 12 25 N;06 05 45 W;790
2891A;;VILLARINO DE LOS AIRES;SALAMANCA;41 15 51 N;06 27 38 W;700
2914C;;BOADILLA FUENTE SAN ESTEBAN;SALAMANCA;40 47 13 N;06 12 05 W;785
2916A;08129;VITIGUDINO;SALAMANCA;41 00 46 N;06 26 11 W;769
2918Y;;EL MAILLO (BASE AVIONES);SALAMANCA;40 34 17 N;06 13 20 W;1027
2926B;;BAÑOBÁREZ;SALAMANCA;40 51 08 N;06 36 26 W;748
2930Y;;NAVASFRÍAS;SALAMANCA;40 17 53 N;06 48 39 W;880
2945A;;EL BODÓN-BASE AÉREA;SALAMANCA;40 29 26 N;06 34 14 W;805
2946X;08195;SAELICES EL CHICO;SALAMANCA;40 38 11 N;06 35 55 W;680
2135A;;FRESNO DE CANTIESPINO;SEGOVIA;41 22 24 N;03 30 20 W;993
2140A;;ALDEANUEVA DE SERREZUELA-EL CERRO;SEGOVIA;41 27 59 N;03 47 03 W;1135
2150H;08143;CEREZO DE ARRIBA;SEGOVIA;41 11 35 N;03 28 26 W;1860
2182C;;RADES;SEGOVIA;41 08 05 N;03 47 20 W;1107
2192C;;CUÉLLAR;SEGOVIA;41 23 04 N;04 15 51 W;795
2465;08213;SEGOVIA;SEGOVIA;40 56 52 N;04 07 38 W;1005
2471Y;;SAN RAFAEL;SEGOVIA;40 42 32 N;04 11 07 W;1260
2482B;;MIGUELAÑEZ;SEGOVIA;41 07 38 N;04 22 27 W;870
5612B;08399;RODA DE ANDALUCÍA;SEVILLA;37 11 45 N;04 46 07 W;410
5612X;;LORA DE ESTEPA;SEVILLA;37 16 23 N;04 49 32 W;450
5641X;08395;ÉCIJA;SEVILLA;37 31 00 N;05 05 02 W;130
5654X;;LA PUEBLA DE LOS INFANTES;SEVILLA;37 47 16 N;05 22 12 W;200
5656;;FUENTES DE ANDALUCÍA, EL TRAVIESO;SEVILLA;37 29 53 N;05 25 54 W;165
5702X;;CARMONA, VILLEGAS;SEVILLA;37 34 00 N;05 44 21 W;50
5704B;08392;CAZALLA DE LA SIERRA;SEVILLA;37 55 42 N;05 46 00 W;550
5726X;;GUADALCANAL, CRISTO;SEVILLA;38 06 06 N;05 49 00 W;745
5733X;;ALMADEN PLATA, LAS NAVAS;SEVILLA;37 47 34 N;06 04 27 W;450
5783;08391;SEVILLA/SAN PABLO;SEVILLA;37 25 00 N;05 52 45 W;34
